"year","make","model","engine.fuel.type","engine.hp","engine.cylinders","transmission.type","driven_wheels","number.of.doors","market.category","vehicle.size","vehicle.style","highway.mpg","popularity","msrp"
2003,"Ferrari","456M","premium unleaded (required)",442,12,"AUTOMATIC","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",14,2774,228625
2003,"BMW","Alpina","premium unleaded (required)",375,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Compact","Convertible",19,3916,136900
2003,"Acura","CL","premium unleaded (required)",260,6,"MANUAL","front wheel drive",2,"Factory Tuner,Luxury,Performance","Midsize","Coupe",26,204,32700
2003,"Bentley","Continental","premium unleaded (required)",420,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Luxury,Performance","Large","Coupe",15,520,328990
2003,"Aston Martin","DB7","premium unleaded (required)",420,12,"AUTOMATIC","rear wheel drive",2,"Exotic,Factory Tuner,High-Performance","Compact","Coupe",18,259,156300
2003,"Ferrari","Enzo","premium unleaded (required)",660,12,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",12,2774,643330
2003,"Lexus","ES 300","regular unleaded",210,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",27,454,31725
2003,"Ford","Escort","regular unleaded",130,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",30,5657,13205
2003,"Volkswagen","EuroVan","premium unleaded (recommended)",201,6,"AUTOMATIC","front wheel drive",3,"N/A","Large","Passenger Minivan",18,873,26200
2003,"Ford","Explorer Sport","regular unleaded",203,6,"AUTOMATIC","rear wheel drive",2,"N/A","Midsize","2dr SUV",19,5657,23835
2003,"Mazda","Mazdaspeed Protege","premium unleaded (required)",170,4,"MANUAL","front wheel drive",4,"Factory Tuner,Performance","Compact","Sedan",27,586,20480
2003,"Mazda","Protege","regular unleaded",130,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",28,586,16140
2003,"Infiniti","QX4","premium unleaded (required)",240,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","4dr SUV",19,190,34750
2003,"GMC","Sonoma","flex-fuel (unleaded/E85)",120,4,"MANUAL","rear wheel drive",2,"Flex Fuel","Compact","Regular Cab Pickup",25,549,14770
2003,"Mazda","Truck","regular unleaded",207,6,"MANUAL","four wheel drive",2,"N/A","Compact","Extended Cab Pickup",17,586,21410
2003,"Chrysler","Voyager","regular unleaded",150,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",25,1013,20960
2003,"Ford","Windstar Cargo","regular unleaded",200,6,"AUTOMATIC","front wheel drive",3,"N/A","Midsize","Cargo Minivan",22,5657,21075
2003,"Ford","Windstar","regular unleaded",200,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",22,5657,27870
2003,"BMW","Z8","premium unleaded (required)",394,8,"MANUAL","rear wheel drive",2,"Exotic,Luxury,High-Performance","Compact","Convertible",19,3916,131500
2002,"Mazda","626","premium unleaded (required)",165,6,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",25,586,19985
2002,"Lincoln","Blackwood","premium unleaded (required)",300,8,"AUTOMATIC","rear wheel drive",4,"Luxury","Large","Crew Cab Pickup",15,61,51785
2002,"Land Rover","Discovery Series II","premium unleaded (required)",188,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",16,258,33350
2002,"Cadillac","Eldorado","regular unleaded",300,8,"AUTOMATIC","front wheel drive",2,"Luxury","Large","Coupe",25,1624,47660
2002,"Suzuki","Esteem","regular unleaded",122,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",32,481,13299
2002,"Pontiac","Firebird","premium unleaded (required)",310,8,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,Performance","Midsize","Convertible",23,210,32095
2002,"Infiniti","G20","regular unleaded",145,4,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Sedan",23,190,22195
2002,"Oldsmobile","Intrigue","regular unleaded",215,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",27,26,28070
2002,"Rolls-Royce","Park Ward","premium unleaded (required)",322,12,"AUTOMATIC","rear wheel drive",4,"Exotic,Luxury","Large","Sedan",15,86,262990
2002,"Honda","Passport","regular unleaded",205,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",19,2202,30900
2002,"Chevrolet","Prizm","regular unleaded",125,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",37,1385,14330
2002,"Chrysler","Prowler","premium unleaded (required)",253,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",21,1013,44625
2002,"Dodge","Ram Wagon","regular unleaded",175,6,"AUTOMATIC","rear wheel drive",3,"N/A","Compact","Passenger Van",15,1851,21345
2002,"Volvo","XC","premium unleaded (required)",197,5,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","Wagon",23,870,36500
2002,"BMW","Z3","premium unleaded (required)",225,6,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",26,3916,37900
2001,"Ferrari","550","premium unleaded (required)",485,12,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",12,2774,248500
2001,"Cadillac","Catera","premium unleaded (required)",200,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",22,1624,31305
2001,"Rolls-Royce","Corniche","premium unleaded (required)",325,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Luxury","Large","Convertible",15,86,359990
2001,"Lamborghini","Diablo","premium unleaded (required)",550,12,"MANUAL","all wheel drive",2,"Exotic,High-Performance","Compact","Coupe",12,1158,294900
2001,"Infiniti","I30","premium unleaded (required)",227,6,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Midsize","Sedan",24,190,31790
2001,"GMC","Jimmy","regular unleaded",190,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","4dr SUV",20,549,26770
2001,"Chrysler","LHS","premium unleaded (required)",253,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",24,1013,28680
2001,"Chevrolet","Lumina","regular unleaded",175,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",26,1385,18890
2001,"Chevrolet","Metro","regular unleaded",79,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",31,1385,12515
2001,"Plymouth","Neon","regular unleaded",132,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",30,535,12715
2001,"Plymouth","Prowler","premium unleaded (required)",253,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",21,535,44625
2001,"GMC","Sierra C3","regular unleaded",325,8,"AUTOMATIC","all wheel drive",4,"N/A","Large","Extended Cab Pickup",13,549,38370
2001,"Suzuki","Swift","regular unleaded",79,4,"AUTOMATIC","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",31,481,9949
2000,"Mazda","B-Series Pickup","regular unleaded",119,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",24,586,2637
2000,"Plymouth","Breeze","regular unleaded",132,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",34,535,2000
2000,"Mercedes-Benz","C43 AMG","regular unleaded",302,8,"AUTOMATIC","rear wheel drive",4,"Factory Tuner,Luxury,Performance","Compact","Sedan",21,617,5739
2000,"Chrysler","Cirrus","regular unleaded",168,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",24,1013,2373
2000,"Mercedes-Benz","E55 AMG","regular unleaded",349,8,"AUTOMATIC","rear wheel drive",4,"Factory Tuner,Luxury,Performance","Midsize","Sedan",21,617,6120
2000,"Ford","F-150 SVT Lightning","regular unleaded",360,8,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,Performance","Large","Regular Cab Pickup",15,5657,5860
2000,"Chrysler","Grand Voyager","regular unleaded",158,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Passenger Minivan",23,1013,2169
2000,"Plymouth","Grand Voyager","flex-fuel (unleaded/E85)",158,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Large","Passenger Minivan",23,535,2331
2000,"Lexus","GS 400","regular unleaded",300,8,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","Sedan",22,454,3965
2000,"Lexus","LS 400","regular unleaded",290,8,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",23,454,5035
2000,"Mercedes-Benz","ML55 AMG","regular unleaded",342,8,"AUTOMATIC","all wheel drive",4,"Factory Tuner,Luxury,Performance","Midsize","4dr SUV",16,617,5650
2000,"Dodge","Ram Van","regular unleaded",175,6,"AUTOMATIC","rear wheel drive",3,"N/A","Midsize","Cargo Van",16,1851,2237
2000,"Volvo","S70","regular unleaded",190,5,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",24,870,2430
2000,"Lexus","SC 300","regular unleaded",225,6,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Coupe",22,454,4024
2000,"Lexus","SC 400","regular unleaded",290,8,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Coupe",23,454,4404
2000,"Chevrolet","Tahoe Limited/Z71","regular unleaded",255,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",15,1385,3465
2000,"Plymouth","Voyager","flex-fuel (unleaded/E85)",158,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,535,2317
1999,"Chevrolet","C/K 1500 Series","regular unleaded",230,8,"AUTOMATIC","rear wheel drive",3,"N/A","Large","Extended Cab Pickup",17,1385,3696
1999,"Oldsmobile","Cutlass","regular unleaded",150,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",26,26,2045
1999,"Oldsmobile","Eighty-Eight","regular unleaded",205,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Sedan",27,26,2210
1999,"Ford","F-250","regular unleaded",220,8,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",17,5657,3251
1999,"Ford","Mustang SVT Cobra","regular unleaded",320,8,"MANUAL","rear wheel drive",2,"Factory Tuner,Performance","Compact","Coupe",22,5657,4584
1999,"Buick","Riviera","regular unleaded",240,6,"AUTOMATIC","front wheel drive",2,"N/A","Large","Coupe",25,155,2379
1999,"GMC","Sierra Classic 1500","regular unleaded",200,8,"AUTOMATIC","rear wheel drive",3,"N/A","Large","Extended Cab Pickup",17,549,4439
1999,"Acura","SLX","regular unleaded",215,6,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",18,204,2934
1999,"GMC","Suburban","regular unleaded",255,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",17,549,3420
1998,"Nissan","240SX","regular unleaded",155,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",25,2009,4299
1998,"Saab","9000","regular unleaded",225,4,"MANUAL","front wheel drive",4,"Hatchback,Luxury","Midsize","4dr Hatchback",25,376,2172
1998,"Saab","900","regular unleaded",185,4,"MANUAL","front wheel drive",2,"Hatchback,Luxury","Compact","2dr Hatchback",25,376,2000
1998,"Audi","Cabriolet","regular unleaded",172,6,"AUTOMATIC","front wheel drive",2,"Luxury","Compact","Convertible",22,3105,3137
1998,"Chevrolet","Chevy Van","regular unleaded",200,6,"AUTOMATIC","rear wheel drive",3,"N/A","Midsize","Cargo Van",18,1385,2050
1998,"Chevrolet","C/K 2500 Series","regular unleaded",230,8,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",17,1385,2949
1998,"Ford","E-250","regular unleaded",235,6,"AUTOMATIC","rear wheel drive",3,"N/A","Midsize","Cargo Van",17,5657,2080
1998,"Lincoln","Mark VIII","regular unleaded",280,8,"AUTOMATIC","rear wheel drive",2,"Luxury","Large","Coupe",24,61,2411
1998,"Buick","Skylark","regular unleaded",150,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",30,155,2000
1998,"Toyota","T100","regular unleaded",150,4,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",22,2031,2540
1998,"Toyota","Tercel","regular unleaded",93,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",35,2031,2148
1998,"Pontiac","Trans Sport","regular unleaded",180,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",23,210,2000
1998,"Volvo","V90","regular unleaded",181,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",23,870,2200
1998,"Suzuki","X-90","regular unleaded",95,4,"MANUAL","four wheel drive",2,"N/A","Compact","2dr SUV",26,481,2000
1997,"BMW","8 Series","regular unleaded",322,12,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Coupe",19,3916,7624
1997,"Volvo","850","regular unleaded",168,5,"MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",26,870,2000
1997,"Volvo","960","regular unleaded",181,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",24,870,2000
1997,"Ford","Aspire","regular unleaded",63,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",38,5657,2000
1997,"Mercedes-Benz","C36 AMG","regular unleaded",276,6,"AUTOMATIC","rear wheel drive",4,"Factory Tuner,Luxury,Performance","Compact","Sedan",22,617,4330
1997,"Oldsmobile","Cutlass Supreme","regular unleaded",160,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",26,26,2000
1997,"Infiniti","J30","regular unleaded",210,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",22,190,2081
1997,"Lexus","LX 450","regular unleaded",212,6,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",14,454,4282
1997,"Mazda","MX-6","regular unleaded",164,6,"MANUAL","front wheel drive",2,"Performance","Compact","Coupe",24,586,2000
1997,"Toyota","Paseo","regular unleaded",93,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",34,2031,2000
1997,"Toyota","Previa","regular unleaded",161,4,"AUTOMATIC","all wheel drive",3,"N/A","Compact","Passenger Minivan",19,2031,2388
1997,"Ford","Probe","regular unleaded",118,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",30,5657,2000
1997,"Subaru","SVX","regular unleaded",230,6,"AUTOMATIC","all wheel drive",2,"Performance","Compact","Coupe",22,640,2749
1997,"Nissan","Truck","regular unleaded",134,4,"MANUAL","four wheel drive",2,"N/A","Compact","Extended Cab Pickup",18,2009,2918
1996,"Nissan","300ZX","regular unleaded",300,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,2009,3510
1996,"Chevrolet","Beretta","regular unleaded",120,4,"MANUAL","front wheel drive",2,"N/A","Midsize","Coupe",33,1385,2000
1996,"Oldsmobile","Ciera","regular unleaded",120,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",29,26,2000
1996,"Chevrolet","Corsica","regular unleaded",120,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",29,1385,2000
1996,"Cadillac","Fleetwood","regular unleaded",260,8,"AUTOMATIC","rear wheel drive",4,"Luxury","Large","Sedan",24,1624,2158
1996,"Chevrolet","Lumina Minivan","regular unleaded",180,6,"AUTOMATIC","front wheel drive",3,"N/A","Compact","Passenger Minivan",24,1385,2000
1996,"Mitsubishi","Mighty Max Pickup","regular unleaded",116,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",23,436,2000
1996,"Chrysler","New Yorker","regular unleaded",214,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Sedan",24,1013,2000
1996,"Oldsmobile","Ninety-Eight","regular unleaded",205,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Sedan",27,26,2000
1996,"Buick","Roadmaster","regular unleaded",260,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Sedan",24,155,2190
1995,"Audi","90","regular unleaded",172,6,"MANUAL","all wheel drive",4,"Luxury","Compact","Sedan",23,3105,2000
1995,"Porsche","928","regular unleaded",345,8,"MANUAL","rear wheel drive",2,"Hatchback,Luxury,Performance","Compact","2dr Hatchback",17,1715,9400
1995,"Mazda","929","regular unleaded",193,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","Sedan",22,586,2000
1995,"Porsche","968","regular unleaded",236,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Coupe",24,1715,4723
1995,"Plymouth","Acclaim","regular unleaded",100,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",26,535,2000
1995,"Oldsmobile","Eighty-Eight Royale","regular unleaded",205,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Sedan",26,26,2000
1995,"Mitsubishi","Expo","regular unleaded",136,4,"AUTOMATIC","four wheel drive",4,"Hatchback","Compact","4dr Hatchback",21,436,2000
1995,"Chrysler","Le Baron","regular unleaded",141,6,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Convertible",26,1013,2000
1995,"Acura","Legend","regular unleaded",200,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",22,204,2356
1995,"Toyota","MR2","regular unleaded",135,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",26,2031,2038
1995,"Mazda","MX-3","regular unleaded",88,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",34,586,2000
1995,"Toyota","Pickup","regular unleaded",150,6,"MANUAL","rear wheel drive",2,"N/A","Compact","Extended Cab Pickup",22,2031,2311
1995,"GMC","Rally Wagon","regular unleaded",165,6,"AUTOMATIC","rear wheel drive",3,"N/A","Compact","Passenger Van",15,549,2000
1995,"Mazda","RX-7","regular unleaded",255,3,"MANUAL","rear wheel drive",2,"Factory Tuner,Performance","Compact","Coupe",23,586,8839
1995,"Suzuki","Samurai","regular unleaded",66,4,"MANUAL","four wheel drive",2,"N/A","Compact","Convertible SUV",26,481,2000
1995,"Hyundai","Scoupe","regular unleaded",115,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",30,1439,2000
1995,"Chevrolet","Sportvan","regular unleaded",163,6,"AUTOMATIC","rear wheel drive",3,"N/A","Midsize","Passenger Van",15,1385,2000
1995,"GMC","Vandura","regular unleaded",165,6,"AUTOMATIC","rear wheel drive",3,"N/A","Midsize","Cargo Van",20,549,2000
1994,"Audi","100","regular unleaded",172,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",21,3105,2000
1994,"Mazda","323","regular unleaded",82,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",33,586,2000
1994,"Dodge","Colt","regular unleaded",113,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",30,1851,2000
1994,"Plymouth","Colt","regular unleaded",113,4,"MANUAL","front wheel drive",4,"N/A","Compact","Wagon",27,535,2000
1994,"Subaru","Justy","regular unleaded",73,3,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",33,640,2000
1994,"Plymouth","Laser","regular unleaded",195,4,"MANUAL","all wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",23,535,2000
1994,"Subaru","Loyale","regular unleaded",90,4,"MANUAL","four wheel drive",4,"N/A","Compact","Wagon",26,640,2000
1994,"Mazda","Navajo","regular unleaded",160,6,"MANUAL","rear wheel drive",2,"N/A","Compact","2dr SUV",19,586,2000
1994,"Chevrolet","S-10 Blazer","regular unleaded",165,6,"MANUAL","rear wheel drive",2,"N/A","Compact","2dr SUV",20,1385,2000
1994,"Dodge","Shadow","regular unleaded",100,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",27,1851,2000
1994,"Pontiac","Sunbird","regular unleaded",110,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",32,210,2000
1994,"Plymouth","Sundance","regular unleaded",100,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",27,535,2000
1994,"Ford","Tempo","regular unleaded",96,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",30,5657,2000
1994,"Audi","V8","regular unleaded",276,8,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",18,3105,2239
1994,"Acura","Vigor","regular unleaded",176,5,"MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",24,204,2000
1993,"Mercedes-Benz","190-Class","regular unleaded",130,4,"MANUAL","rear wheel drive",4,"Luxury","Compact","Sedan",26,617,2000
1993,"Volvo","240","regular unleaded",114,4,"MANUAL","rear wheel drive",4,"Luxury","Midsize","Sedan",26,870,2000
1993,"Mercedes-Benz","300-Class","regular unleaded",177,6,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",19,617,2544
1993,"Mercedes-Benz","400-Class","regular unleaded",275,8,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","Sedan",22,617,2278
1993,"Mercedes-Benz","500-Class","regular unleaded",315,8,"AUTOMATIC","rear wheel drive",2,"Luxury","Large","Coupe",16,617,3176
1993,"Mercedes-Benz","600-Class","regular unleaded",389,12,"AUTOMATIC","rear wheel drive",4,"Luxury","Large","Sedan",15,617,3108
1993,"Cadillac","Allante","regular unleaded",295,8,"AUTOMATIC","front wheel drive",2,"Luxury,Performance","Compact","Convertible",20,1624,2358
1993,"Volkswagen","Cabriolet","regular unleaded",94,4,"MANUAL","front wheel drive",2,"N/A","Compact","Convertible",27,873,2000
1993,"Dodge","Dynasty","regular unleaded",141,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",26,1851,2000
1993,"Ford","Festiva","regular unleaded",63,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",38,5657,2000
1993,"Volkswagen","Fox","regular unleaded",81,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",30,873,2000
1993,"Chrysler","Imperial","regular unleaded",150,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Sedan",24,1013,2000
1993,"Pontiac","Le Mans","regular unleaded",74,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",37,210,2000
1993,"Nissan","NX","regular unleaded",140,4,"MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",28,2009,2000
1993,"Dodge","RAM 150","regular unleaded",180,6,"MANUAL","four wheel drive",2,"N/A","Large","Regular Cab Pickup",16,1851,2000
1993,"Dodge","Ramcharger","regular unleaded",230,8,"AUTOMATIC","four wheel drive",2,"N/A","Midsize","2dr SUV",15,1851,2000
1993,"Cadillac","Sixty Special","regular unleaded",200,8,"AUTOMATIC","front wheel drive",4,"Luxury","Large","Sedan",23,1624,2000
1993,"GMC","Typhoon","regular unleaded",285,6,"AUTOMATIC","all wheel drive",2,"Factory Tuner,Performance","Compact","2dr SUV",17,549,6890
1992,"Audi","80","regular unleaded",130,5,"MANUAL","front wheel drive",4,"Luxury","Compact","Sedan",24,3105,2000
1992,"Cadillac","Brougham","regular unleaded",170,8,"AUTOMATIC","rear wheel drive",4,"Luxury","Large","Sedan",23,1624,2000
1992,"Oldsmobile","Custom Cruiser","regular unleaded",170,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Wagon",23,26,2000
1992,"Mitsubishi","Precis","regular unleaded",81,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",30,436,2000
1992,"Nissan","Stanza","regular unleaded",138,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",25,2009,2000
1991,"Audi","200","regular unleaded",217,5,"MANUAL","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",22,3105,2000
1991,"Mercedes-Benz","350-Class","diesel",134,6,"AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","Sedan",23,617,2178
1991,"Mercedes-Benz","420-Class","regular unleaded",201,8,"AUTOMATIC","rear wheel drive",4,"Luxury","Large","Sedan",17,617,2186
1991,"Mercedes-Benz","560-Class","regular unleaded",238,8,"AUTOMATIC","rear wheel drive",2,"Luxury","Large","Coupe",16,617,2443
1991,"Pontiac","6000","regular unleaded",140,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Wagon",28,210,2000
1991,"Honda","Civic CRX","regular unleaded",108,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",30,2202,2000
1991,"Audi","Coupe","regular unleaded",164,5,"MANUAL","all wheel drive",2,"Hatchback,Factory Tuner,Luxury,Performance","Compact","2dr Hatchback",22,3105,2000
1991,"Volvo","Coupe","regular unleaded",188,4,"AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","Coupe",20,870,2000
1991,"Oldsmobile","Cutlass Calais","regular unleaded",110,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",31,26,2000
1991,"Lexus","ES 250","regular unleaded",156,6,"MANUAL","front wheel drive",4,"Luxury","Compact","Sedan",23,454,2000
1991,"Ford","LTD Crown Victoria","regular unleaded",150,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Wagon",22,5657,2000
1991,"Buick","Reatta","regular unleaded",170,6,"AUTOMATIC","front wheel drive",2,"Luxury","Compact","Convertible",25,155,2000
1991,"GMC","S-15 Jimmy","regular unleaded",150,6,"MANUAL","rear wheel drive",2,"N/A","Compact","2dr SUV",22,549,2000
1991,"GMC","Syclone","regular unleaded",280,6,"AUTOMATIC","all wheel drive",2,"Factory Tuner,Performance","Compact","Regular Cab Pickup",16,549,5667
1991,"Chrysler","TC","regular unleaded",141,6,"AUTOMATIC","front wheel drive",2,"Luxury","Compact","Convertible",22,1013,2000
1991,"Volkswagen","Vanagon","regular unleaded",90,4,"MANUAL","rear wheel drive",3,"N/A","Large","Passenger Minivan",18,873,2000
1991,"Subaru","XT","regular unleaded",97,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",29,640,2000
1990,"Volvo","760","regular unleaded",144,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",19,870,2000
1990,"Volvo","780","regular unleaded",188,4,"AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","Coupe",20,870,2000
1990,"Nissan","Axxess","regular unleaded",138,4,"MANUAL","front wheel drive",3,"N/A","Compact","Passenger Minivan",24,2009,2000
1990,"Ford","Bronco II","regular unleaded",140,6,"MANUAL","rear wheel drive",2,"N/A","Compact","2dr SUV",20,5657,2000
1990,"Buick","Electra","regular unleaded",165,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",25,155,2000
1990,"Buick","Estate Wagon","regular unleaded",140,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Wagon",22,155,2000
1990,"Plymouth","Horizon","regular unleaded",93,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",31,535,2000
1990,"Dodge","Omni","regular unleaded",93,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",31,1851,2000
1990,"Nissan","Pulsar","regular unleaded",90,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",31,2009,2000
1990,"GMC","S-15","regular unleaded",105,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",25,549,2000
1990,"Mitsubishi","Sigma","regular unleaded",142,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",20,436,2000
1990,"Nissan","Van","regular unleaded",106,4,"AUTOMATIC","rear wheel drive",3,"N/A","Compact","Passenger Minivan",19,2009,2000
1990,"Mitsubishi","Vanwagon","regular unleaded",107,4,"AUTOMATIC","rear wheel drive",3,"N/A","Compact","Passenger Minivan",19,436,2000
